"pcode","session","treatment","age","gender","activity","birthplace","accra","married","ethnicity","education","left_ghana","left_ghana_location","work_status","work_sector","income_source","income_individual","income_household","financial_decisions","care_number_minor","care_live_minor","care_number_adult","care_live_adult","care_number_elderly_parent","care_live_elderly_parent","care_number_other_family","care_live_other_family","food_weekly","transport_weekly","weekly_expense_sickness","weekly_expense_social_contributions","weekly_expense_microfinance","weekly_expense_utilities","business_investment","business_ownership","business_length","business_employees","religion","religion_birth","denomination_other","different_church","church_assistance","church_attendance","ministry_hours_ushering","ministry_hours_children","ministry_hours_choir","ministry_hours_prayer","ministry_hours_women_men","ministry_hours_youth","ministry_hours_outreach","ministry_hours_deaconess","ministry_hours_protocol","ministry_hours_pastoring","ministry_hours_home_fellowship","church_length","church_distance","church_move","church_convince","pray","food","alcohol","alcohol_reasons","family_death","spiritual_attack","church_giving","tithes","church_debt","charity","god_finances","close_friends","coworkers","business_partners","prayercamp","clubs","political_taxes","spouse","trust_ghana","trust_ghana_govt","nih","nih_reason","other_insurance","other_insurance_specify","number_churches","last_church_attend","was_last_church_revival","event_donation","next_church_attend","next_revival","influence","enum_help","n_in_session","date","revival_assignment_raw","timesurvey","weekday","experiment_date","enum","enum_gender","enum_foreign","desk","population","revival","church_revival_start","church_revival_end","revival_church","date_experiment_date","was_revival_church_had_revival","was_revival","revival_compliance_type","revival_assignment","Tinsurance","Tnoinsurance","Tinsuranceinfo","church_code","higheducation","employed","ethnicity_akan","ethnicity_ewe","ethnicity_ga","ethnicity_other","married_d","church_weekly","church_daily","church_sevweekly","pray_multiple","any_insurance","tmonthlyincome","log_tmonthlyincome","tweeklyincome","wave","church_reasons_teaching","church_reasons_moral_guidance","church_reasons_atmosphere","church_reasons_friends","church_reasons_welcoming_members","church_reasons_interesting_congregation","church_reasons_marriage_partner","church_reasons_close_to_home","church_reasons_comfortable_facilities","newborn_traditional","newborn_church_blessing","newborn_baptism","newborn_outdooring","newborn_nothing","church_convince_preaching_in_church","church_convince_preaching_outside_church","church_convince_inviting","church_convince_distributing_material","church_convince_public_speaking","church_convince_prayer","help_financial_no_one","help_financial_government_or_ngo","help_financial_friends","help_financial_family","help_financial_imam","help_financial_work_superior","help_financial_bank","help_financial_other","help_family_no_one","help_family_government_or_ngo","help_family_friends","help_family_family","help_family_pastor","help_family_imam","help_family_church_member","help_family_work_superior","help_family_medical_professional","help_family_bank","help_family_other","help_health_no_one","help_health_government_or_ngo","help_health_friends","help_health_family","help_health_pastor","help_health_imam","help_health_church_member","help_health_work_superior","help_health_medical_professional","help_health_bank","help_health_other","help_financial_church_community","ministry_hours","high_ministry","choice_church_thanks","choice_church_street","choice_keep_church","choice_keep_thanks","choice_church_churchnamed","choice_churchnamed_thanks","choice_churchnamed_street","choice_street_thanks","choice_keep_churchnamed","choice_keep_street","work_status_other","work_sector_other","income_source_other","income_month_household","financial_decision_other","care_number_other_family_care","care_live_other_family_care","religion_other","church_reasons_other","church_reasons_other_details","clothing","newborn_5","newborn_other","family_death_other","help_family_other_details","help_financial_other_details","help_health_government_hospital","help_health_traditional_healer","help_health_other_details","political_affiliation","spouse_other","day","monthlyincome","market_help_3","decision_time","insurance","datetime","time","subjectidx","muslim","share","percent","high_giving","revival_Tinsurance","revival_Tnoinsurance","insurance_high","noinsurance_high","ethnicity_other_details","church_n_nonrevival","Dchurch1","Dchurch2","Dchurch3","Dchurch4","Dchurch5","Dchurch6","Dchurch7","Dchurch8","Dchurch9","Dchurch10","Dchurch20","Dchurch21","Dchurch30","church_name_raw","church_name_grouped","denomination_market","wave_endowment","wave_exchange_to_2019","cedi2019_choice_church_thanks","cedi2019_choice_church_street","cedi2019_choice_keep_church","cedi2019_choice_keep_thanks","cedi2019_choice_church_churchnamed","cedi2019_choice_churchnamed_thanks","cedi2019_choice_churchnamed_street","cedi2019_choice_street_thanks","cedi2019_choice_keep_churchnamed","cedi2019_choice_keep_street","giving_share","giving_quartile","high_giver","high_giver_church","high_giver_wave","church_ministry_children","church_ministry_choir","church_ministry_prayer","church_ministry_outreach","church_ministry_home_fellowship","church_ministry_all_ages","church_ministry_ushering_and_protocol","church_ministry_pastoring_or_deacon","ministry_count","changed_food_drink_religious","last_church_weekday","changed_church","always_church","gets_family_help_from_church","business_with_church","makes_friends_in_church","travels_more_than_hour","took_debt_for_church","moved_for_church","newborn_blessing_in_church","attended_prayercamp","believes_god_involved_in_finances","many_ministries","tries_to_convince_others","believes_spiritual_attack","charity_more_important","charity_less_important","received_assistance","is_married","has_nih","has_other_insurance","use_church_spiritually","use_church_financially","use_church_socially","costly_behaviour","use_church_network"
"aach61tz",173,"No insurance",28,"Female","Other","Accra","5 to 10 years","Married","Other","SHS","No","","Self-employed","Services","Entrepreneur","250 to 300","More than 1000","Spouse","1 people","1 people","0 people","0 people","2 people","0 people","0 people","0 people","100 to 110","40 to 50","More than 120","30 to 35","40 to 50","35 to 40","More than 1000","Yes","1 to 3 years","0 employees","Pentecostal or charismatic Christian","No","Grace Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"1 to 3 hours","30 minutes to 1 hour","No","['2', '5']","Multiple times per day","No","No","No","Illness","No",20.4674021992282,"No","Yes","Yes, they are equally important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Through friends","People can usually be trusted","I mostly trust the government","Yes","","No","",1,"Sunday","Yes","Yes","Sunday","No","No","Yes",8,"2019-06-11","The person was not assigned to any session this week",1218,"Tuesday",110619,30,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-11",NA,FALSE,"showed_up",NA,0,1,0,1,0,1,0,0,0,TRUE,1,1,0,1,1,1,173.185710916546,5.15436449224315,43.2964277291365,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.736842105263158,0.473684210526316,0.736842105263158,0.736842105263158,0.526315789473684,0.736842105263158,0.473684210526316,0.789473684210526,0.736842105263158,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,14,9,14,14,10,14,9,15,14,10,0.118181818181818,4,1,1,1,0,0,1,0,1,1,0,0,3,0,FALSE,0,1,1,0,FALSE,0,1,0,1,0,1,1,TRUE,0,0,0,0,1,1,0,0.829733966215544,0,0.28040943242108,0.375535127493797,0.169153805897538
"aarahsdn",146,"No insurance",18,"Female","Student","Accra","Whole life","Single","Other","Primary","No","","Student","Student","Family","0","0","Other senior relative","0 people","0 people","0 people","0 people","0 people","0 people","0 people","0 people","10 to 15","0","0","Less than 5","0","0","0","No","","0 employees","Pentecostal or charismatic Christian","No","Other","I have always been in this church","No","More than once per week",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 to 3 hours","Less than 30 minutes","No","['3']","Multiple times per day","No","No","No","Illness","No",4.72324666136034,"No","Yes","Yes, they are equally important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","I prefer to give money directly to my church","Church","You always cannot be too careful dealing with people","I always mistrust the government","No","","No","",1,"Sunday","Yes","Yes","Sunday","Yes","No","Yes",8,"2019-06-04","Yes, the person was assigned  and came during the assigned week",1100,"Tuesday",40619,30,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-04",NA,FALSE,"complier",0,0,1,0,1,0,0,0,0,0,TRUE,0,1,0,1,1,0,0,-Inf,0,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.526315789473684,0.473684210526316,0.473684210526316,0.473684210526316,0.473684210526316,0.526315789473684,0.473684210526316,0.526315789473684,0.473684210526316,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Other",19,1,10,9,9,9,9,10,9,10,9,9,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,FALSE,0,1,0,0,FALSE,0,1,0,1,0,1,0,TRUE,0,0,0,0,0,0,0,0.829733966215544,0,0.660105455921358,NA,0.43603827150706
"ahnt1ssy",151,"Insurance",45,"Female","Private sector","Rural Ghana","More than 10 years","Married","Other","JHSS","No","","Employed","Services","Salaried job","450 to 500","900 to 1000","Joint decisions incl. me","3 people","3 people","2 people","0 people","2 people","0 people","0 people","0 people","110 to 120","30 to 35","0","0","0","15 to 20","0","No","","","Pentecostal or charismatic Christian","Yes","Other","Yes, I changed more than 5 years ago","No","Weekly",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"3 to 5 hours","30 minutes to 1 hour","No","['1']","Multiple times per day","No","No","No","Illness","No",1.57441555378678,"Yes","No","No, charity is less important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","I prefer to keep money for my own business","Through school","You usually cannot be too careful dealing with people","I always mistrust the government","Yes","","Yes","Star life insurance",1,"Sunday","Yes","Yes","Sunday","No","Yes","No",4,"2019-06-04","Yes, the person was assigned  and came during the assigned week",1609,"Tuesday",40619,21,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-04",NA,FALSE,"complier",0,1,0,0,1,0,1,0,0,0,TRUE,1,1,0,0,1,1,299.138955219488,5.70090819861122,74.7847388048721,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.526315789473684,0.473684210526316,0.263157894736842,0.526315789473684,0.210526315789474,0.526315789473684,0.473684210526316,0.631578947368421,0.473684210526316,0.105263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Other",19,1,10,9,5,10,4,10,9,12,9,2,0.00526315789473684,1,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,1,0,1,0,FALSE,0,0,0,1,0,1,0,TRUE,0,0,1,0,1,1,1,0.829733966215544,0,0,0,0
"b5lkk49z",175,"No insurance",21,"Male","Private sector","Accra","Whole life","Single","Other","SHS","No","","Employed","Services","Salaried job","500 to 600","500 to 600","Me","0 people","0 people","0 people","0 people","0 people","0 people","0 people","0 people","70 to 80","40 to 50","90 to 100","Less than 5","70 to 80","10 to 15","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Grace Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"more than 5 hours","Less than 30 minutes","No","","Once per day","No","No","No","Old age","No",11.0209088765075,"No","Yes","Yes, they are equally important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","Any government in power","Through friends","You always cannot be too careful dealing with people","I always mistrust the government","Yes","","No","",1,"Sunday","No","Yes","Sunday","No","Yes","No",7,"2019-06-12","The person was not assigned to any session this week",1052,"Wednesday",120619,32,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-12",NA,FALSE,"showed_up",NA,0,1,0,1,0,1,0,0,0,TRUE,0,1,0,1,0,1,346.371421833092,5.84751167280309,86.592855458273,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,2,0,0.473684210526316,0.473684210526316,0.736842105263158,0.473684210526316,0.473684210526316,0.473684210526316,0.473684210526316,0.526315789473684,0.473684210526316,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,9,9,14,9,9,9,9,10,9,10,0.0318181818181818,3,0,0,0,0,1,0,0,0,1,0,0,2,0,FALSE,0,1,1,0,FALSE,0,1,0,1,0,1,0,FALSE,0,0,0,0,0,1,0,0.720950490276617,0.384783604956819,0,0.254084517086122,0.138987126874352
"bdxmet96",161,"Insurance information",63,"Female","Other","Rural Ghana","More than 10 years","Widowed","Other","Primary","No","","Self-employed","Services","Entrepreneur","100 to 150","200 to 250","Me","1 people","1 people","0 people","0 people","0 people","0 people","0 people","0 people","40 to 50","5 to 10","More than 120","5 to 10","0","10 to 15","100 to 150","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","No","Grace Assemblies of God","Yes, I changed more than 5 years ago","No","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,"1 to 3 hours","Less than 30 minutes","No","['1', '2', '5']","Multiple times per day","No","No","Yes","Old age","No",1.57441555378678,"Yes","No","No, charity is more important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes","No Other club","I prefer to give money directly to my church","Through family","People can usually be trusted","I mostly trust the government","Yes","","No","",2,"Sunday","Yes","Yes","Thursday","Yes","Yes","Yes",9,"2019-06-06","Yes, the person was assigned  and came during the assigned week",1302,"Thursday",60619,33,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-06",NA,FALSE,"complier",0,0,0,1,1,0,1,0,0,0,TRUE,0,1,0,1,1,1,78.7207776893391,4.36590713187888,19.6801944223348,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0.421052631578947,0.526315789473684,0.736842105263158,0.736842105263158,0.473684210526316,0.473684210526316,0.473684210526316,0.526315789473684,0.526315789473684,0.736842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,8,10,14,14,9,9,9,10,10,14,0.02,2,0,0,0,0,0,0,0,0,1,0,0,1,1,FALSE,1,0,1,1,FALSE,0,0,0,1,1,1,0,TRUE,0,1,0,0,0,1,0,0.854563007349898,0.272805478348318,0.379696023500278,0.202001800534994,0.318010126375763
"beqz1axt",162,"No insurance",53,"Female","Unemployed","Rural Ghana","More than 10 years","Married","Other","Primary","No","","Unemployed or casual worker","Unemployed","Family","300 to 350","900 to 1000","Joint decisions incl. me","3 people","3 people","0 people","0 people","1 people","0 people","0 people","0 people","70 to 80","20 to 25","0","100 to 110","0","10 to 15","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Grace Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"3 to 5 hours","Less than 30 minutes","No","['1', '5']","Multiple times per day","No","No","No","Old age","No",4.72324666136034,"Yes","No","Yes, they are equally important","God blesses me with financial abundance","Yes, I try to only make friends with people from my church","Yes, I try to only seek work with people from my church","Yes, I only work or do business with people from my church","No","None","I prefer to give money directly to my church","Through family","You usually cannot be too careful dealing with people","I mostly mistrust the government","Yes","","No","",1,"Sunday","Yes","No","Thursday","No","Yes","Yes",9,"2019-06-06","The person was not assigned to any session this week",1352,"Thursday",60619,27,1,0,NA,"church",0,NA,NA,FALSE,"2019-06-06",NA,FALSE,"showed_up",NA,0,1,0,1,0,0,0,0,0,TRUE,1,1,0,1,1,1,204.674021992282,5.32141857690631,51.1685054980704,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0.263157894736842,0.842105263157895,0.736842105263158,0.842105263157895,0,0.526315789473684,0.736842105263158,0.473684210526316,0.736842105263158,0.842105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,5,16,14,16,0,10,14,9,14,16,0.0230769230769231,2,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,0,1,1,1,TRUE,0,0,0,1,0,1,0,TRUE,0,0,0,0,1,1,0,0.720950490276617,0.272805478348318,0.339894544078642,0.111455643025079,0.27898951437802
"bf17ac0r",177,"Insurance",24,"Female","Student","Urban Ghana","Less than 2 years","Single","Other","JHSS","No","","Student","Student","Family","250 to 300","900 to 1000","Other senior relative","0 people","0 people","0 people","0 people","0 people","0 people","0 people","0 people","15 to 20","0","10 to 15","0","0","0","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Grace Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,"more than 5 hours","30 minutes to 1 hour","No","","Once per day","No","No","No","Old age","No",1.57441555378678,"Yes","No","No, charity is less important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","No, it is not important at all","No, it is not important at all","Yes","None","I prefer to keep money for my own business","Church","People can almost always be trusted","I always trust the government","Yes","","No","",1,"Sunday","No","Yes","Sunday","No","Yes","Yes",9,"2019-06-12","The person was not assigned to any session this week",1328,"Wednesday",120619,32,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-12",NA,FALSE,"showed_up",NA,1,0,0,1,0,0,0,0,0,TRUE,0,1,0,1,0,1,173.185710916546,5.15436449224315,43.2964277291365,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0.526315789473684,0.473684210526316,0.894736842105263,0.894736842105263,0.473684210526316,0.526315789473684,0.526315789473684,0.473684210526316,0.894736842105263,0.894736842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,10,9,17,17,9,10,10,9,17,17,0.00909090909090909,1,0,0,0,0,1,0,0,1,1,0,0,3,0,FALSE,0,1,1,0,FALSE,0,0,0,1,1,1,1,FALSE,0,0,1,0,0,1,0,0.854563007349898,0,0,0.111455643025079,0
"bfhkeavg",147,"No insurance",32,"Female","Other","Urban Ghana","More than 10 years","Married","Akan","No schooling","No","","Unemployed or casual worker","Services","Entrepreneur","100 to 150","500 to 600","Spouse","3 people","3 people","0 people","0 people","1 people","0 people","0 people","0 people","More than 120","15 to 20","More than 120","5 to 10","0","15 to 20","150 to 200","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","No","Other","Yes, I changed more than 5 years ago","Yes","More than once per week",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,"1 to 3 hours","30 minutes to 1 hour","No","['2', '5']","Multiple times per day","No","No","Yes","Other","Yes",4.72324666136034,"Yes","No","No, charity is less important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","Yes, I try to seek work with people from my church or but it is not so important","Yes, I try to do business with people from my church but it is not so important","Yes","No Other club","I prefer to give money directly to my church","Through family","You usually cannot be too careful dealing with people","I mostly trust the government","Yes","","No","",2,"Sunday","Yes","Yes","Sunday","No","Yes","Yes",8,"2019-06-04","The person was not assigned to any session this week",1205,"Tuesday",40619,33,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-04",NA,FALSE,"showed_up",NA,0,1,0,1,0,0,1,0,0,FALSE,1,1,0,1,1,1,78.7207776893391,4.36590713187888,19.6801944223348,2,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0.526315789473684,0.526315789473684,0.526315789473684,0.789473684210526,0.526315789473684,0.526315789473684,0.315789473684211,0.631578947368421,0.526315789473684,0.789473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Other",19,1,10,10,10,15,10,10,6,12,10,15,0.06,4,0,1,1,0,0,0,0,0,1,0,0,1,1,FALSE,1,0,0,1,FALSE,0,0,0,1,1,1,0,TRUE,1,0,1,1,1,1,0,1,0.615216395043181,0.379696023500278,0.202001800534994,0.463995213616331
"bfqowmh3",168,"Insurance information",33,"Female","Unemployed","Accra","Whole life","Married","Other","SHS","No","","Unemployed or casual worker","Unemployed","Family","200 to 250","400 to 450","Joint decisions incl. me","1 people","0 people","0 people","0 people","0 people","0 people","0 people","0 people","20 to 25","20 to 25","0","5 to 10","0","0","0","No","","0 employees","Pentecostal or charismatic Christian","Yes","Grace Assemblies of God","I have always been in this church","No","More than once per week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 to 5 hours","30 minutes to 1 hour","No","['5']","Multiple times per day","No","No","No","Illness","No",1.57441555378678,"No","No","Yes, they are equally important","God provides enough that I do not suffer","Yes, I try to seek people from my church but it is not so important","No, it is not important at all","No, it is not important at all","No","None","I prefer to keep money for my own business","Other","You always cannot be too careful dealing with people","I always mistrust the government","Yes","","No","",1,"Sunday","No","No","Wednesday","No","Yes","Yes",6,"2019-06-10","Yes, the person was assigned  and came during the assigned week",1256,"Monday",100619,27,1,0,NA,"church",0,NA,NA,FALSE,"2019-06-10",NA,FALSE,"complier",0,0,0,1,1,0,0,0,0,0,TRUE,1,1,0,1,1,1,141.69739984081,4.953693796781,35.4243499602026,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0.315789473684211,0.684210526315789,0.526315789473684,0.210526315789474,0.368421052631579,0.210526315789474,0.789473684210526,0.526315789473684,0.473684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,4,6,13,10,4,7,4,15,10,9,0.0111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,1,0,0,FALSE,0,0,0,0,0,1,0,TRUE,0,0,0,0,1,1,0,0.720950490276617,0,0,0.111455643025079,0
"bfzta03b",177,"Insurance",51,"Female","Private sector","Rural Ghana","More than 10 years","Married","Other","No schooling","No","","Self-employed","Services","Entrepreneur","400 to 450","More than 1000","Me","0 people","0 people","4 people","2 people","0 people","0 people","0 people","0 people","25 to 30","35 to 40","0","0","30 to 35","35 to 40","More than 1000","Yes","3 to 10 years","0 employees","Pentecostal or charismatic Christian","No","Grace Assemblies of God","Yes, I changed more than 5 years ago","No","Weekly",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"3 to 5 hours","More than 1 hour","No","['5']","Multiple times per day","No","No","No","Illness","No",4.72324666136034,"Yes","No","No, charity is more important","God provides enough that I do not suffer","No, it is not important at all","No, it is not important at all","No, it is not important at all","No","None","I prefer to keep money for my own business","Through family","You usually cannot be too careful dealing with people","I mostly mistrust the government","Yes","","No","",1,"Sunday","No","Yes","Sunday","No","Yes","Yes",9,"2019-06-12","Yes, the person was assigned  and came during the assigned week",1328,"Wednesday",120619,23,0,0,NA,"church",0,NA,NA,FALSE,"2019-06-12",NA,FALSE,"complier",0,1,0,0,1,0,1,0,0,0,TRUE,1,1,0,0,1,1,267.650644143753,5.58968256350099,66.9126610359382,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.684210526315789,0.368421052631579,0.736842105263158,0.842105263157895,0.526315789473684,0.736842105263158,0.368421052631579,0.736842105263158,0.736842105263158,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,0,0,0,0,0,0,0,0,0,0,0,"AoG Grace","AoG Grace","Grace Assemblies of God",19,1,13,7,14,16,10,14,7,14,14,10,0.0176470588235294,2,0,0,0,0,0,0,0,1,1,0,0,2,0,FALSE,1,0,1,0,FALSE,1,0,0,0,0,1,0,TRUE,0,1,0,0,1,1,0,0.829733966215544,0,0,0.279076096023035,0
